时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2023-10-20 19:29:18:945	WT901BLE67(D57986C0DE95)	0.001	0.030	0.999	0.793	-0.183	1.221	0.42	-0.04	-1.33	-91.267	57.833	8.108	0.99979	0.01242	-0.00543	-0.01157	28.2	10080.1.3	100
2023-10-20 19:29:19:6	WT901BLE67(D57986C0DE95)	0.013	0.019	1.012	0.000	-0.671	-1.526	0.41	-0.07	-1.35	-91.267	57.833	8.108	0.99979	0.01242	-0.00543	-0.01157	28.2	10080.1.3	100
2023-10-20 19:29:19:37	WT901BLE67(D57986C0DE95)	0.007	0.022	1.000	0.610	0.000	0.732	0.44	-0.07	-1.36	-91.467	57.833	8.108	0.99979	0.01242	-0.00543	-0.01157	28.2	10080.1.3	100
2023-10-20 19:29:19:67	WT901BLE67(D57986C0DE95)	0.011	0.021	1.013	-1.038	-0.366	-1.709	0.42	-0.07	-1.36	-91.467	57.833	8.108	0.99979	0.01242	-0.00543	-0.01157	28.2	10080.1.3	100
2023-10-20 19:29:19:127	WT901BLE67(D57986C0DE95)	0.002	0.021	1.004	2.197	-0.854	2.014	0.43	-0.09	-1.36	-91.467	57.833	8.108	0.99979	0.01251	-0.00568	-0.01199	28.2	10080.1.3	100
2023-10-20 19:29:19:186	WT901BLE67(D57986C0DE95)	0.014	0.033	1.017	-0.671	0.549	-0.183	0.48	-0.10	-1.31	-91.467	57.833	8.108	0.99979	0.01251	-0.00568	-0.01199	28.2	10080.1.3	100
2023-10-20 19:29:19:187	WT901BLE67(D57986C0DE95)	0.007	0.019	0.998	-2.075	0.549	-1.221	0.40	-0.05	-1.37	-91.467	57.833	8.108	0.99979	0.01251	-0.00568	-0.01199	28.2	10080.1.3	100
2023-10-20 19:29:19:248	WT901BLE67(D57986C0DE95)	0.011	0.027	1.002	1.343	-1.343	0.549	0.39	-0.08	-1.36	-91.292	57.867	8.092	0.99979	0.01251	-0.00568	-0.01199	28.2	10080.1.3	100
2023-10-20 19:29:19:306	WT901BLE67(D57986C0DE95)	0.012	0.031	1.004	-0.427	0.305	-0.366	0.41	-0.09	-1.36	-91.292	57.867	8.092	0.99979	0.01251	-0.00568	-0.01199	28.2	10080.1.3	100
2023-10-20 19:29:19:307	WT901BLE67(D57986C0DE95)	0.006	0.017	1.005	0.671	-0.549	-0.305	0.40	-0.09	-1.40	-91.292	57.867	8.092	0.99979	0.01251	-0.00568	-0.01199	28.2	10080.1.3	100
2023-10-20 19:29:19:366	WT901BLE67(D57986C0DE95)	0.009	0.028	1.006	0.244	-0.488	1.648	0.42	-0.10	-1.37	-91.292	57.867	8.092	0.99979	0.01233	-0.00571	-0.01208	28.2	10080.1.3	100
2023-10-20 19:29:19:394	WT901BLE67(D57986C0DE95)	-0.000	0.022	1.001	0.366	-0.183	-0.854	0.43	-0.12	-1.36	-91.292	57.867	8.092	0.99979	0.01233	-0.00571	-0.01208	28.2	10080.1.3	100
2023-10-20 19:29:19:426	WT901BLE67(D57986C0DE95)	0.021	0.027	1.013	-2.686	0.427	-1.099	0.40	-0.12	-1.40	-91.242	57.983	8.200	0.99979	0.01233	-0.00571	-0.01208	28.2	10080.1.3	100
2023-10-20 19:29:19:486	WT901BLE67(D57986C0DE95)	0.003	0.016	1.004	1.465	0.000	0.732	0.37	-0.10	-1.41	-91.242	57.983	8.200	0.99979	0.01233	-0.00571	-0.01208	28.2	10080.1.3	100
2023-10-20 19:29:19:515	WT901BLE67(D57986C0DE95)	0.006	0.033	1.005	-0.732	0.427	0.793	0.41	-0.10	-1.36	-91.242	57.983	8.200	0.99979	0.01233	-0.00571	-0.01208	28.2	10080.1.3	100
2023-10-20 19:29:19:548	WT901BLE67(D57986C0DE95)	0.013	0.011	1.007	-0.916	0.305	-1.709	0.33	-0.08	-1.40	-91.242	57.983	8.200	0.99979	0.01239	-0.00577	-0.01172	28.2	10080.1.3	100
2023-10-20 19:29:19:606	WT901BLE67(D57986C0DE95)	0.001	0.027	0.992	2.319	-1.099	1.770	0.37	-0.08	-1.37	-91.242	57.983	8.200	0.99979	0.01239	-0.00577	-0.01172	28.2	10080.1.3	100
2023-10-20 19:29:19:635	WT901BLE67(D57986C0DE95)	0.022	0.025	1.008	-0.854	0.549	-1.953	0.41	-0.10	-1.37	-91.258	57.908	8.383	0.99979	0.01239	-0.00577	-0.01172	28.2	10080.1.3	100
2023-10-20 19:29:19:665	WT901BLE67(D57986C0DE95)	0.000	0.019	0.995	1.221	-0.366	1.587	0.37	-0.06	-1.39	-91.258	57.908	8.383	0.99979	0.01239	-0.00577	-0.01172	28.2	10080.1.3	100
2023-10-20 19:29:19:726	WT901BLE67(D57986C0DE95)	0.003	0.031	1.015	1.526	-1.282	1.831	0.43	-0.12	-1.31	-91.258	57.908	8.383	0.99979	0.01239	-0.00577	-0.01172	28.2	10080.1.3	100
2023-10-20 19:29:19:755	WT901BLE67(D57986C0DE95)	0.021	0.024	1.000	-3.357	2.075	-3.662	0.38	-0.08	-1.35	-91.258	57.908	8.383	0.99979	0.01282	-0.00613	-0.01123	28.2	10080.1.3	100
2023-10-20 19:29:19:787	WT901BLE67(D57986C0DE95)	0.002	0.025	0.991	0.854	-0.854	-0.488	0.33	-0.04	-1.44	-91.258	57.908	8.383	0.99979	0.01282	-0.00613	-0.01123	28.2	10080.1.3	100
2023-10-20 19:29:19:847	WT901BLE67(D57986C0DE95)	0.004	0.022	1.012	2.380	-0.854	1.221	0.41	-0.09	-1.41	-91.217	57.917	8.367	0.99979	0.01282	-0.00613	-0.01123	28.2	10080.1.3	100
2023-10-20 19:29:19:906	WT901BLE67(D57986C0DE95)	0.020	0.023	1.012	-2.197	-0.732	-2.319	0.41	-0.12	-1.43	-91.217	57.917	8.367	0.99979	0.01282	-0.00613	-0.01123	28.2	10080.1.3	100
2023-10-20 19:29:19:907	WT901BLE67(D57986C0DE95)	0.000	0.019	0.996	0.549	0.427	0.000	0.36	-0.10	-1.49	-91.217	57.917	8.367	0.99979	0.01282	-0.00613	-0.01123	28.2	10080.1.3	100
2023-10-20 19:29:19:967	WT901BLE67(D57986C0DE95)	0.007	0.018	1.006	0.732	-1.038	0.183	0.41	-0.13	-1.47	-91.217	57.917	8.367	0.99979	0.01199	-0.00595	-0.01291	28.2	10080.1.3	100
2023-10-20 19:29:19:996	WT901BLE67(D57986C0DE95)	0.005	0.027	1.012	-1.587	1.526	-0.977	0.37	-0.10	-1.49	-91.217	57.917	8.367	0.99979	0.01199	-0.00595	-0.01291	28.2	10080.1.3	100
2023-10-20 19:29:20:25	WT901BLE67(D57986C0DE95)	0.008	0.021	1.001	0.183	-1.038	-0.061	0.35	-0.08	-1.50	-91.217	57.917	8.367	0.99979	0.01199	-0.00595	-0.01291	28.2	10080.1.3	100
2023-10-20 19:29:20:86	WT901BLE67(D57986C0DE95)	0.013	0.031	1.000	-0.854	0.061	-0.488	0.34	-0.10	-1.51	-91.142	57.867	8.417	0.99979	0.01199	-0.00595	-0.01291	28.2	10080.1.3	100
2023-10-20 19:29:20:114	WT901BLE67(D57986C0DE95)	0.006	0.021	1.000	0.366	0.000	0.427	0.32	-0.08	-1.51	-91.142	57.867	8.417	0.99979	0.01199	-0.00595	-0.01291	28.2	10080.1.3	100
2023-10-20 19:29:20:145	WT901BLE67(D57986C0DE95)	0.008	0.030	1.004	0.977	-0.671	0.244	0.36	-0.09	-1.48	-91.142	57.867	8.417	0.99979	0.01169	-0.00571	-0.01312	28.2	10080.1.3	100
2023-10-20 19:29:20:205	WT901BLE67(D57986C0DE95)	0.007	0.024	1.006	-0.305	0.000	-1.038	0.37	-0.09	-1.49	-91.142	57.867	8.417	0.99979	0.01169	-0.00571	-0.01312	28.2	10080.1.3	100
2023-10-20 19:29:20:234	WT901BLE67(D57986C0DE95)	0.013	0.021	1.002	0.244	-0.549	0.305	0.35	-0.09	-1.53	-91.142	57.867	8.417	0.99979	0.01169	-0.00571	-0.01312	28.2	10080.1.3	100
2023-10-20 19:29:20:267	WT901BLE67(D57986C0DE95)	0.002	0.028	1.004	0.977	-0.366	0.549	0.40	-0.12	-1.49	-91.183	57.800	8.408	0.99979	0.01169	-0.00571	-0.01312	28.2	10080.1.3	100
2023-10-20 19:29:20:325	WT901BLE67(D57986C0DE95)	0.013	0.022	1.009	-1.587	0.488	-1.099	0.37	-0.11	-1.53	-91.183	57.800	8.408	0.99979	0.01169	-0.00571	-0.01312	28.2	10080.1.3	100
2023-10-20 19:29:20:357	WT901BLE67(D57986C0DE95)	0.000	0.022	0.994	0.854	-0.488	0.671	0.35	-0.10	-1.53	-91.183	57.800	8.408	0.99979	0.01196	-0.00586	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:20:416	WT901BLE67(D57986C0DE95)	0.017	0.029	1.007	-0.610	0.305	-0.549	0.36	-0.11	-1.53	-91.183	57.800	8.408	0.99979	0.01196	-0.00586	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:20:447	WT901BLE67(D57986C0DE95)	-0.003	0.018	1.002	0.488	-0.305	0.732	0.35	-0.09	-1.54	-91.183	57.800	8.408	0.99979	0.01196	-0.00586	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:20:477	WT901BLE67(D57986C0DE95)	0.007	0.036	1.011	0.122	0.000	0.000	0.38	-0.12	-1.52	-91.175	57.775	8.325	0.99979	0.01196	-0.00586	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:20:567	WT901BLE67(D57986C0DE95)	0.006	0.006	0.999	-1.770	0.244	-1.831	0.36	-0.09	-1.57	-91.175	57.775	8.325	0.99979	0.01196	-0.00586	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:20:568	WT901BLE67(D57986C0DE95)	0.004	0.013	1.007	2.197	-0.671	1.587	0.39	-0.11	-1.57	-91.175	57.775	8.325	0.99979	0.01196	-0.00586	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:20:597	WT901BLE67(D57986C0DE95)	0.022	0.033	1.010	-2.319	1.038	-1.526	0.40	-0.10	-1.53	-91.175	57.775	8.325	0.99979	0.01196	-0.00586	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:20:655	WT901BLE67(D57986C0DE95)	-0.004	0.028	0.991	-2.075	0.000	-0.183	0.31	-0.06	-1.59	-91.175	57.775	8.325	0.99976	0.01196	-0.00574	-0.01376	28.2	10080.1.3	100
2023-10-20 19:29:20:715	WT901BLE67(D57986C0DE95)	0.001	0.013	1.005	3.052	-1.038	1.831	0.31	-0.09	-1.57	-91.175	57.775	8.325	0.99976	0.01196	-0.00574	-0.01376	28.2	10080.1.3	100
2023-10-20 19:29:20:717	WT901BLE67(D57986C0DE95)	0.016	0.030	1.003	-0.427	0.000	-0.793	0.41	-0.09	-1.52	-91.175	57.775	8.325	0.99976	0.01196	-0.00574	-0.01376	28.2	10080.1.3	100
2023-10-20 19:29:20:777	WT901BLE67(D57986C0DE95)	0.008	0.014	1.004	0.000	-0.061	-0.122	0.36	-0.09	-1.54	-91.175	57.775	8.325	0.99979	0.01212	-0.00574	-0.01337	28.2	10080.1.3	100
2023-10-20 19:29:20:807	WT901BLE67(D57986C0DE95)	0.006	0.026	0.998	0.854	-0.732	1.404	0.41	-0.09	-1.52	-91.175	57.775	8.325	0.99979	0.01212	-0.00574	-0.01337	28.2	10080.1.3	100
2023-10-20 19:29:20:837	WT901BLE67(D57986C0DE95)	0.006	0.022	1.015	-1.282	-1.282	-0.610	0.40	-0.15	-1.49	-91.175	57.775	8.325	0.99979	0.01212	-0.00574	-0.01337	28.2	10080.1.3	100
2023-10-20 19:29:20:895	WT901BLE67(D57986C0DE95)	0.006	0.022	1.004	-0.916	1.343	-0.488	0.36	-0.14	-1.52	-91.008	57.975	8.267	0.99979	0.01212	-0.00574	-0.01337	28.2	10080.1.3	100
2023-10-20 19:29:20:924	WT901BLE67(D57986C0DE95)	0.016	0.016	1.001	0.244	0.366	0.366	0.34	-0.10	-1.54	-91.008	57.975	8.267	0.99979	0.01212	-0.00574	-0.01337	28.2	10080.1.3	100
2023-10-20 19:29:20:988	WT901BLE67(D57986C0DE95)	0.000	0.031	0.995	-0.122	-0.488	0.732	0.35	-0.10	-1.51	-91.008	57.975	8.267	0.99979	0.01184	-0.00583	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:21:17	WT901BLE67(D57986C0DE95)	0.010	0.020	1.009	-0.305	1.282	-0.610	0.33	-0.08	-1.52	-91.008	57.975	8.267	0.99979	0.01184	-0.00583	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:21:48	WT901BLE67(D57986C0DE95)	0.007	0.026	0.997	-0.610	-0.061	-0.061	0.32	-0.05	-1.53	-91.008	57.975	8.267	0.99979	0.01184	-0.00583	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:21:77	WT901BLE67(D57986C0DE95)	0.007	0.019	1.009	0.427	-0.244	-0.061	0.30	-0.05	-1.53	-91.275	58.083	8.242	0.99979	0.01184	-0.00583	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:21:135	WT901BLE67(D57986C0DE95)	0.008	0.027	0.999	-0.061	0.366	0.244	0.32	-0.04	-1.53	-91.275	58.083	8.242	0.99979	0.01184	-0.00583	-0.01340	28.2	10080.1.3	100
2023-10-20 19:29:21:164	WT901BLE67(D57986C0DE95)	0.011	0.023	1.006	0.000	0.000	-0.305	0.31	-0.04	-1.53	-91.275	58.083	8.242	0.99979	0.01166	-0.00531	-0.01331	28.2	10080.1.3	100
2023-10-20 19:29:21:225	WT901BLE67(D57986C0DE95)	0.001	0.022	1.003	-0.061	0.427	0.610	0.31	-0.03	-1.55	-91.275	58.083	8.242	0.99979	0.01166	-0.00531	-0.01331	28.2	10080.1.3	100
2023-10-20 19:29:21:287	WT901BLE67(D57986C0DE95)	0.015	0.021	1.003	0.122	0.000	-0.244	0.30	-0.02	-1.54	-91.275	58.083	8.242	0.99979	0.01166	-0.00531	-0.01331	28.2	10080.1.3	100
2023-10-20 19:29:21:287	WT901BLE67(D57986C0DE95)	0.006	0.025	1.000	-0.366	-0.366	0.366	0.30	-0.02	-1.56	-91.275	58.083	8.242	0.99979	0.01166	-0.00531	-0.01331	28.2	10080.1.3	100
2023-10-20 19:29:21:317	WT901BLE67(D57986C0DE95)	0.001	0.019	1.003	1.465	-0.671	0.122	0.32	-0.04	-1.53	-91.275	58.083	8.242	0.99979	0.01166	-0.00531	-0.01331	28.2	10080.1.3	100
2023-10-20 19:29:21:376	WT901BLE67(D57986C0DE95)	0.013	0.030	1.003	-0.916	0.061	-1.587	0.34	-0.05	-1.57	-91.025	57.967	8.517	0.99979	0.01166	-0.00531	-0.01331	28.2	10080.1.3	100
2023-10-20 19:29:21:405	WT901BLE67(D57986C0DE95)	0.011	0.008	0.998	-0.793	1.343	-1.099	0.32	-0.02	-1.61	-91.025	57.967	8.517	0.99979	0.01166	-0.00531	-0.01331	28.2	10080.1.3	100
2023-10-20 19:29:21:438	WT901BLE67(D57986C0DE95)	0.002	0.024	1.003	0.000	-0.793	-0.244	0.31	-0.01	-1.65	-91.025	57.967	8.517	0.99979	0.01166	-0.00531	-0.01331	28.2	10080.1.3	100
2023-10-20 19:29:21:498	WT901BLE67(D57986C0DE95)	0.012	0.025	1.008	0.122	0.610	0.732	0.30	-0.03	-1.61	-91.183	58.075	8.375	0.99979	0.01166	-0.00531	-0.01331	28.2	10080.1.3	100
2023-10-20 19:29:21:527	WT901BLE67(D57986C0DE95)	0.005	0.024	0.993	-1.099	0.916	-1.221	0.29	0.02	-1.64	-91.183	58.075	8.375	0.99979	0.01166	-0.00531	-0.01331	28.2	10080.1.3	100
2023-10-20 19:29:21:557	WT901BLE67(D57986C0DE95)	0.002	0.021	1.001	1.892	-1.648	1.404	0.28	0.00	-1.62	-91.183	58.075	8.375	0.99979	0.01166	-0.00531	-0.01331	28.2	10080.1.3	100
2023-10-20 19:29:21:615	WT901BLE67(D57986C0DE95)	0.010	0.030	1.006	0.732	1.282	-1.221	0.35	-0.01	-1.62	-91.183	58.075	8.375	0.99979	0.01120	-0.00482	-0.01422	28.2	10080.1.3	100
2023-10-20 19:29:21:647	WT901BLE67(D57986C0DE95)	0.012	0.020	1.002	-1.221	0.549	-1.465	0.34	0.07	-1.69	-91.183	58.075	8.375	0.99979	0.01120	-0.00482	-0.01422	28.2	10080.1.3	100
2023-10-20 19:29:21:708	WT901BLE67(D57986C0DE95)	0.002	0.022	1.000	1.404	-0.305	0.488	0.36	0.07	-1.71	-91.242	57.900	8.242	0.99979	0.01120	-0.00482	-0.01422	28.2	10080.1.3	100
2023-10-20 19:29:21:740	WT901BLE67(D57986C0DE95)	0.008	0.017	1.008	-1.465	-0.122	-0.610	0.35	0.05	-1.71	-91.242	57.900	8.242	0.99979	0.01120	-0.00482	-0.01422	28.2	10080.1.3	100
2023-10-20 19:29:21:766	WT901BLE67(D57986C0DE95)	0.011	0.026	1.008	1.038	-0.122	0.793	0.35	0.05	-1.71	-91.242	57.900	8.242	0.99979	0.01120	-0.00482	-0.01422	28.2	10080.1.3	100
2023-10-20 19:29:21:826	WT901BLE67(D57986C0DE95)	0.009	0.023	1.005	-1.404	-0.549	-1.465	0.34	0.04	-1.72	-91.242	57.900	8.242	0.99976	0.01196	-0.00455	-0.01489	28.2	10080.1.3	100
2023-10-20 19:29:21:856	WT901BLE67(D57986C0DE95)	0.018	0.024	0.999	-0.244	0.671	0.427	0.29	0.04	-1.77	-91.242	57.900	8.242	0.99976	0.01196	-0.00455	-0.01489	28.2	10080.1.3	100
2023-10-20 19:29:21:885	WT901BLE67(D57986C0DE95)	-0.002	0.032	0.996	0.610	-1.038	0.366	0.31	0.03	-1.72	-91.183	57.858	8.417	0.99976	0.01196	-0.00455	-0.01489	28.2	10080.1.3	100
2023-10-20 19:29:21:947	WT901BLE67(D57986C0DE95)	0.008	0.015	1.013	0.366	0.183	-0.671	0.32	0.01	-1.75	-91.183	57.858	8.417	0.99976	0.01196	-0.00455	-0.01489	28.2	10080.1.3	100
2023-10-20 19:29:21:977	WT901BLE67(D57986C0DE95)	0.011	0.028	0.998	-0.732	-0.061	0.610	0.32	0.03	-1.74	-91.183	57.858	8.417	0.99976	0.01196	-0.00455	-0.01489	28.2	10080.1.3	100
2023-10-20 19:29:22:7	WT901BLE67(D57986C0DE95)	0.002	0.015	1.009	1.465	-0.977	0.061	0.32	0.00	-1.74	-91.183	57.858	8.417	0.99976	0.01166	-0.00476	-0.01514	28.2	10080.1.3	100
2023-10-20 19:29:22:66	WT901BLE67(D57986C0DE95)	0.011	0.026	1.001	-0.916	0.366	-0.366	0.35	-0.01	-1.74	-91.183	57.858	8.417	0.99976	0.01166	-0.00476	-0.01514	28.2	10080.1.3	100
2023-10-20 19:29:22:97	WT901BLE67(D57986C0DE95)	0.007	0.021	1.003	-0.305	0.000	-1.099	0.31	0.01	-1.76	-91.200	57.967	8.292	0.99976	0.01166	-0.00476	-0.01514	28.2	10080.1.3	100
2023-10-20 19:29:22:125	WT901BLE67(D57986C0DE95)	0.010	0.024	1.002	-0.061	0.244	0.244	0.31	0.01	-1.79	-91.200	57.967	8.292	0.99976	0.01166	-0.00476	-0.01514	28.2	10080.1.3	100
2023-10-20 19:29:22:185	WT901BLE67(D57986C0DE95)	0.011	0.022	1.002	0.366	-0.427	0.305	0.30	0.02	-1.76	-91.200	57.967	8.292	0.99976	0.01166	-0.00476	-0.01514	28.2	10080.1.3	100
2023-10-20 19:29:22:217	WT901BLE67(D57986C0DE95)	0.009	0.026	1.002	-0.610	0.488	-0.305	0.31	0.02	-1.77	-91.200	57.967	8.292	0.99976	0.01151	-0.00482	-0.01541	28.2	10080.1.3	100
2023-10-20 19:29:22:248	WT901BLE67(D57986C0DE95)	-0.000	0.028	1.004	0.366	-0.122	-0.122	0.29	0.03	-1.78	-91.200	57.967	8.292	0.99976	0.01151	-0.00482	-0.01541	28.2	10080.1.3	100
2023-10-20 19:29:22:308	WT901BLE67(D57986C0DE95)	0.018	0.004	1.007	-1.709	0.000	-1.038	0.30	0.02	-1.80	-91.225	57.825	8.392	0.99976	0.01151	-0.00482	-0.01541	28.2	10080.1.3	100
2023-10-20 19:29:22:340	WT901BLE67(D57986C0DE95)	0.000	0.016	1.002	0.793	0.000	0.732	0.29	0.02	-1.81	-91.225	57.825	8.392	0.99976	0.01151	-0.00482	-0.01541	28.2	10080.1.3	100
2023-10-20 19:29:22:367	WT901BLE67(D57986C0DE95)	0.014	0.031	1.010	-2.014	-0.061	-0.671	0.29	0.02	-1.77	-91.225	57.825	8.392	0.99976	0.01151	-0.00482	-0.01541	28.2	10080.1.3	100
2023-10-20 19:29:22:427	WT901BLE67(D57986C0DE95)	0.007	0.018	0.997	-0.122	-0.122	-0.732	0.23	0.02	-1.83	-91.225	57.825	8.392	0.99976	0.01147	-0.00479	-0.01541	28.2	10080.1.3	100
2023-10-20 19:29:22:457	WT901BLE67(D57986C0DE95)	0.002	0.025	1.002	1.099	0.244	1.648	0.26	0.02	-1.79	-91.225	57.825	8.392	0.99976	0.01147	-0.00479	-0.01541	28.2	10080.1.3	100
2023-10-20 19:29:22:488	WT901BLE67(D57986C0DE95)	0.011	0.024	1.007	-0.122	0.061	-1.526	0.28	0.03	-1.80	-91.225	57.825	8.392	0.99976	0.01147	-0.00479	-0.01541	28.2	10080.1.3	100
2023-10-20 19:29:22:548	WT901BLE67(D57986C0DE95)	0.007	0.015	1.005	-0.122	0.366	0.427	0.26	0.04	-1.84	-91.133	57.950	8.367	0.99976	0.01147	-0.00479	-0.01541	28.2	10080.1.3	100
2023-10-20 19:29:22:576	WT901BLE67(D57986C0DE95)	0.000	0.023	0.998	0.977	-0.549	0.000	0.30	0.04	-1.82	-91.133	57.950	8.367	0.99976	0.01147	-0.00479	-0.01541	28.2	10080.1.3	100
2023-10-20 19:29:22:635	WT901BLE67(D57986C0DE95)	0.013	0.019	1.014	-0.793	0.000	-0.732	0.28	0.02	-1.82	-91.133	57.950	8.367	0.99976	0.01147	-0.00461	-0.01581	28.2	10080.1.3	100
2023-10-20 19:29:22:666	WT901BLE67(D57986C0DE95)	0.007	0.025	1.003	0.427	0.366	0.671	0.29	0.04	-1.83	-91.133	57.950	8.367	0.99976	0.01147	-0.00461	-0.01581	28.2	10080.1.3	100
2023-10-20 19:29:22:694	WT901BLE67(D57986C0DE95)	0.011	0.025	1.004	-1.038	0.000	-1.343	0.27	0.04	-1.82	-91.133	57.950	8.367	0.99976	0.01147	-0.00461	-0.01581	28.2	10080.1.3	100
2023-10-20 19:29:22:728	WT901BLE67(D57986C0DE95)	0.011	0.025	0.997	-0.244	0.488	0.305	0.24	0.05	-1.87	-91.092	57.950	8.208	0.99976	0.01147	-0.00461	-0.01581	28.2	10080.1.3	100
2023-10-20 19:29:22:786	WT901BLE67(D57986C0DE95)	0.001	0.024	0.998	2.380	-1.099	1.160	0.29	0.04	-1.83	-91.092	57.950	8.208	0.99976	0.01147	-0.00461	-0.01581	28.2	10080.1.3	100
2023-10-20 19:29:22:816	WT901BLE67(D57986C0DE95)	0.016	0.022	1.016	-1.099	0.061	-0.916	0.31	0.02	-1.84	-91.092	57.950	8.208	0.99976	0.01160	-0.00467	-0.01587	28.2	10080.1.3	100
2023-10-20 19:29:22:847	WT901BLE67(D57986C0DE95)	0.001	0.023	0.998	0.549	0.244	0.000	0.30	0.04	-1.86	-91.092	57.950	8.208	0.99976	0.01160	-0.00467	-0.01587	28.2	10080.1.3	100
2023-10-20 19:29:22:938	WT901BLE67(D57986C0DE95)	0.010	0.021	1.007	0.793	-1.221	0.366	0.34	0.01	-1.85	-91.017	58.042	8.217	0.99976	0.01160	-0.00467	-0.01587	28.2	10080.1.3	100
2023-10-20 19:29:22:938	WT901BLE67(D57986C0DE95)	0.015	0.028	1.003	-1.648	0.427	-1.343	0.32	0.01	-1.87	-91.017	58.042	8.217	0.99976	0.01160	-0.00467	-0.01587	28.2	10080.1.3	100
2023-10-20 19:29:22:967	WT901BLE67(D57986C0DE95)	0.002	0.021	1.000	0.305	-0.366	0.427	0.28	0.02	-1.91	-91.017	58.042	8.217	0.99976	0.01160	-0.00467	-0.01587	28.2	10080.1.3	100
2023-10-20 19:29:23:27	WT901BLE67(D57986C0DE95)	0.012	0.021	1.001	0.732	-0.244	0.610	0.31	0.01	-1.89	-91.017	58.042	8.217	0.99973	0.01147	-0.00488	-0.01654	28.2	10080.1.3	100
2023-10-20 19:29:23:55	WT901BLE67(D57986C0DE95)	0.008	0.027	1.001	-1.221	0.488	-1.526	0.30	0.02	-1.91	-91.017	58.042	8.217	0.99973	0.01147	-0.00488	-0.01654	28.2	10080.1.3	100
2023-10-20 19:29:23:84	WT901BLE67(D57986C0DE95)	0.008	0.020	1.003	0.916	-0.732	0.854	0.29	0.01	-1.92	-91.017	58.042	8.217	0.99973	0.01147	-0.00488	-0.01654	28.2	10080.1.3	100
2023-10-20 19:29:23:147	WT901BLE67(D57986C0DE95)	0.001	0.036	1.007	-0.183	0.000	-1.770	0.31	-0.01	-1.93	-90.975	58.017	8.425	0.99973	0.01147	-0.00488	-0.01654	28.2	10080.1.3	100
2023-10-20 19:29:23:177	WT901BLE67(D57986C0DE95)	0.010	0.005	1.004	-1.953	0.732	-1.343	0.29	0.03	-2.02	-90.975	58.017	8.425	0.99973	0.01147	-0.00488	-0.01654	28.2	10080.1.3	100
2023-10-20 19:29:23:240	WT901BLE67(D57986C0DE95)	0.010	0.017	1.006	0.793	-0.244	0.671	0.27	0.03	-2.02	-90.975	58.017	8.425	0.99973	0.01117	-0.00470	-0.01767	28.2	10080.1.3	100
2023-10-20 19:29:23:265	WT901BLE67(D57986C0DE95)	0.008	0.024	1.006	-1.648	0.305	-0.671	0.26	0.04	-2.03	-90.975	58.017	8.425	0.99973	0.01117	-0.00470	-0.01767	28.2	10080.1.3	100
2023-10-20 19:29:23:294	WT901BLE67(D57986C0DE95)	0.008	0.024	0.996	0.061	-0.427	-1.282	0.23	0.03	-2.06	-90.975	58.017	8.425	0.99973	0.01117	-0.00470	-0.01767	28.2	10080.1.3	100
2023-10-20 19:29:23:357	WT901BLE67(D57986C0DE95)	0.002	0.028	0.999	1.404	0.183	1.038	0.26	0.02	-2.06	-91.108	57.850	8.150	0.99973	0.01117	-0.00470	-0.01767	28.2	10080.1.3	100
2023-10-20 19:29:23:390	WT901BLE67(D57986C0DE95)	0.012	0.026	1.009	0.183	0.305	-0.977	0.31	0.02	-2.04	-91.108	57.850	8.150	0.99973	0.01117	-0.00470	-0.01767	28.2	10080.1.3	100
2023-10-20 19:29:23:417	WT901BLE67(D57986C0DE95)	0.010	0.020	1.002	0.854	-0.671	0.000	0.31	0.03	-2.07	-91.108	57.850	8.150	0.99973	0.01117	-0.00470	-0.01767	28.2	10080.1.3	100
2023-10-20 19:29:23:476	WT901BLE67(D57986C0DE95)	0.010	0.024	1.001	-0.244	-0.244	-0.305	0.34	0.02	-2.07	-91.108	57.850	8.150	0.99973	0.01160	-0.00470	-0.01801	28.2	10080.1.3	100
2023-10-20 19:29:23:506	WT901BLE67(D57986C0DE95)	0.003	0.018	1.010	0.366	-0.061	0.305	0.31	0.01	-2.08	-91.108	57.850	8.150	0.99973	0.01160	-0.00470	-0.01801	28.2	10080.1.3	100
2023-10-20 19:29:23:536	WT901BLE67(D57986C0DE95)	0.009	0.028	1.007	0.122	-0.183	0.061	0.35	0.00	-2.07	-91.025	57.867	8.225	0.99973	0.01160	-0.00470	-0.01801	28.2	10080.1.3	100
